serial_number;product_model;purchase_date;registration_date;country;source_note
R1109211;MeoStar R1 4-12x40;2014-03-24;2014-03-27;United states;MSO USA
R1109211;MeoStar R1 4-12x40;2014-03-24;2014-03-27;United states;MSO USA
R1323138;MeoStar R1 3-12x56 RD;2014-02-17;2014-03-27;United states;MSO USA
t136162;MeoPro 6-18x50;2014-03-26;2014-03-29;United states;MSO USA
t136162;MeoPro 6-18x50;2014-03-26;2014-03-29;United states;MSO USA
R130465;MeoStar R1 3-12x56;2014-03-28;2014-03-31;United states;MSO USA
R1210771;MeoStar R1 3-12x56;2014-03-03;2014-03-31;United states;MSO USA
R1207593;MeoStar R1 1-4x22 RD;2012-11-15;2014-04-01;United states;MSO USA
134069;MeoStar B1 10x42 HD;2014-03-21;2014-04-01;Canada;MSO USA
R1118800;MeoStar R1 3-12x56;2014-04-01;2014-04-02;United states;MSO USA
B121127;MeoPro 8x42;2014-04-01;2014-04-04;United states;MSO USA
140361;MeoStar B1 10x42 HD;2014-03-25;2014-04-05;United states;MSO USA
P135619;MeoPro 4-12x50;2014-04-03;2014-04-05;United states;MSO USA
R1399698;MeoPro 3.5-10x44;2014-03-31;2014-04-07;United states;MSO USA
U137075;MeoPro 6-18x50;2014-02-10;2014-04-07;United states;MSO USA
c141969;MeoPro 10x42;2014-03-12;2014-04-07;United states;MSO USA
A110468;MeoPro 6.5x32;2014-02-26;2014-04-07;United states;MSO USA
R1313429;MeoStar R1 3-12x56;2014-03-01;2014-04-07;United states;MSO USA
s1200307;MeoStar S2 82 HD;2014-03-15;2014-04-07;United states;MSO USA
R1099579;MeoPro 6-18x50;2014-03-15;2014-04-07;United states;MSO USA
133868;MeoPro 10x42;2014-03-18;2014-04-07;United states;MSO USA
S135886;MeoPro 4-12x50;2014-03-15;2014-04-07;United states;MSO USA
R1211076;MeoStar R1 3-12x56;2014-03-08;2014-04-08;United states;MSO USA
R0907662;MeoStar R1 4-16x44;2014-03-08;2014-04-08;United states;MSO USA
O136005;MeoPro 4-12x50;2014-03-06;2014-04-08;United states;MSO USA
r1309081;MeoStar R1 3-12x56;2014-02-25;2014-04-08;United states;MSO USA
R1306452;ZD 1-4x22 RD;2014-04-03;2014-04-08;United states;MSO USA
ct134248;MeoPro 6-18x50;0000-00-00;2014-04-09;United states;MSO USA
M137500;MeoPro 3-9x42;2014-02-12;2014-04-09;United states;MSO USA
R1099761;MeoPro 3-9x42;2014-04-06;2014-04-11;United states;MSO USA
R1310731;MeoStar R1 1.5-6x42 RD;2014-04-11;2014-04-13;United states;MSO USA
P112526;MeoPro 4-12x50;2014-03-20;2014-04-13;Canada;MSO USA
M136209;MeoPro 3-9x42;2014-04-14;2014-04-15;United states;MSO USA
R1212040;MeoPro 6x42;2014-04-12;2014-04-15;United states;MSO USA
S1201152;MeoStar S2 82 HD;2014-04-08;2014-04-16;Canada;MSO USA
130055;M-RAD 5 MOA;2014-04-11;2014-04-17;United states;MSO USA
523460;MeoPro 6.5x32;0000-00-00;2014-04-17;United states;MSO USA
125947;MeoStar B1 10x42 HD;2014-04-17;2014-04-18;United states;MSO USA
CS134427;MeoPro 4-12x50;2014-04-17;2014-04-18;United states;MSO USA
A110557;MeoPro 6.5x32;2014-02-26;2014-04-19;United states;MSO USA
R0610092;MeoStar R1 3-12x56 RD;2014-04-17;2014-04-21;United states;MSO USA
S1200569;MeoStar S2 82 HD;2014-04-02;2014-04-21;United states;MSO USA
s148118;MeoPro 4-12x50;2014-04-05;2014-04-21;United states;MSO USA
133681;MeoStar B1 10x42 HD;2014-04-01;2014-04-21;United states;MSO USA
r1302159;MeoStar R1 4-16x44;2014-04-01;2014-04-21;United states;MSO USA
r0910917;MeoStar R1 4-12x40;2014-03-17;2014-04-21;United states;MSO USA
r1208222;MeoStar R1 4-12x40;2014-03-17;2014-04-21;United states;MSO USA
r1223107;MeoStar R1 4-16x44;2014-04-08;2014-04-21;United states;MSO USA
140187;MeoPro 3.5-10x44;0000-00-00;2014-04-21;United states;MSO USA
c131913;MeoPro 10x42;2014-04-09;2014-04-21;United states;MSO USA
R1201350;MeoStar R1 3-12x56;2014-04-09;2014-04-21;United states;MSO USA
121654;MeoStar B1 10x42;2014-04-04;2014-04-22;United states;MSO USA
L136599;MeoPro 3-9x42;2014-04-01;2014-04-22;United states;MSO USA
R1207788;MeoStar R1 4-16x44;2013-11-12;2014-04-23;United states;MSO USA
R1208320;MeoStar R1 4-12x40;2014-04-15;2014-04-24;United states;MSO USA
M147891;MeoPro 3-9x42;2014-04-23;2014-04-25;United states;MSO USA
123300;MeoStar B1 10x42;2014-04-25;2014-04-26;United states;MSO USA
L136220;MeoPro 3-9x42;2014-04-18;2014-04-26;United states;MSO USA
R1320050;MeoStar R1 4-16x44;2014-04-17;2014-04-28;United states;MSO USA
A110633;MeoPro 6.5x32;2013-05-09;2014-04-28;United states;MSO USA
121996;MeoStar B1 12x50;0000-00-00;2014-04-29;Canada;MSO USA
121933;MeoStar B1 8x42;0000-00-00;2014-04-29;Canada;MSO USA
M147883;MeoPro 3-9x42;2014-04-25;2014-04-29;United states;MSO USA
M147883;MeoPro 3-9x42;2014-04-25;2014-04-29;United states;MSO USA
s1300560;MeoStar S2 82 HD;2014-04-29;2014-04-29;United states;MSO USA
u123697;MeoPro 6-18x50;2014-04-26;2014-04-30;United states;MSO USA
O111391;MeoPro 4-12x50;2014-04-25;2014-05-01;United states;MSO USA
A110663;MeoPro 6.5x32;2014-04-25;2014-05-02;;MSO USA
r1099593;MeoPro 6-18x50;2014-05-01;2014-05-02;United states;MSO USA
U123697;MeoPro 6-18x50;2014-04-26;2014-05-03;United states;MSO USA
A100330;MeoPro 6.5x32;2012-11-19;2014-05-03;United states;MSO USA
R1110406;MeoStar R1 3-10x50;2014-04-28;2014-05-04;Canada;MSO USA
r1112538;MeoStar R1 4-16x44;2014-04-23;2014-05-05;United states;MSO USA
R1202535;MeoStar R1 1.5-6x42 RD;2014-05-06;2014-05-06;United states;MSO USA
R1110352;ZD 1-4x22 RD;2014-01-23;2014-05-06;United states;MSO USA
S1400014;MeoStar S2 82 HD;2014-03-03;2014-05-06;United states;MSO USA
132988;MeoStar B1 10x42 HD;2014-04-29;2014-05-06;United states;MSO USA
r1401857;MeoStar R1 4-16x44;2014-05-01;2014-05-06;United states;MSO USA
r1223456;MeoStar R1 3-12x56;2014-04-16;2014-05-08;United states;MSO USA
B121004;MeoPro 8x42;2014-05-07;2014-05-09;United states;MSO USA
ru140194;MeoPro 3.5-10x44;2014-05-06;2014-05-10;United states;MSO USA
R1224308;MeoStar R1 3-12x56 RD;2014-05-10;2014-05-11;United states;MSO USA
P137221;MeoPro 4-12x50;2014-05-10;2014-05-11;United states;MSO USA
140206;MeoPro 3.5-10x44;2014-05-06;2014-05-13;United states;MSO USA
r0731337;MeoStar R1 3-12x56;0000-00-00;2014-05-13;United states;MSO USA
r0905430;MeoStar R1 4-16x44;0000-00-00;2014-05-13;United states;MSO USA
R1305446;MeoStar R1 4-16x44;2014-04-18;2014-05-13;United states;MSO USA
R1318318;MeoStar R1 3-12x56 RD;2014-05-14;2014-05-15;United states;MSO USA
R1318318;MeoStar R1 3-12x56 RD;2014-05-14;2014-05-15;United states;MSO USA
S1400113;MeoStar S2 82 HD;2014-05-05;2014-05-16;United states;MSO USA
T136176;MeoPro 6-18x50;2014-05-11;2014-05-17;United states;MSO USA
134214;MeoStar B1 10x42 HD;2014-04-24;2014-05-18;Canada;MSO USA
134158;MeoStar B1 10x42 HD;2014-04-04;2014-05-18;United states;MSO USA
120156;MeoStar B1 10x42;2014-05-02;2014-05-19;United states;MSO USA
s1400051;MeoStar S2 82 HD;2014-02-08;2014-05-19;United states;MSO USA
123361;MeoPro 6-18x50;2014-04-10;2014-05-19;United states;MSO USA
ru140071;MeoStar R1 3-12x56 RD;2014-04-21;2014-05-19;United states;MSO USA
M147880;MeoPro 3-9x42;2014-05-13;2014-05-19;United states;MSO USA
r1302958;MeoStar R1 3-10x50;2014-05-01;2014-05-19;United states;MSO USA
114500;MeoStar B1 10x42 HD;2014-05-04;2014-05-19;United states;MSO USA
125995;MeoStar B1 10x42 HD;2014-04-24;2014-05-19;Canada;MSO USA
120748;MeoStar B1 10x42 HD;2014-05-08;2014-05-19;;MSO USA
B141239;MeoPro 8x42;2014-05-06;2014-05-20;United states;MSO USA
cs134427;MeoPro 4-12x50;0000-00-00;2014-05-20;United states;MSO USA
L147533;MeoPro 3-9x42;2014-05-20;2014-05-20;United states;MSO USA
C141968;MeoPro 10x42;0000-00-00;2014-05-20;United states;MSO USA
b100092;MeoPro 8x42;2014-05-16;2014-05-23;United states;MSO USA
A110716;MeoPro 6.5x32;2014-05-19;2014-05-25;United states;MSO USA
PN597940;MeoStar R2 2.5-15x56 RD;2014-05-20;2014-05-26;United states;MSO USA
O112304;MeoPro 4-12x50;2014-05-21;2014-05-27;United states;MSO USA
P100762;MeoPro 4-12x50;2014-05-21;2014-05-27;United states;MSO USA
R1112915;MeoStar R1 3-10x50;2014-05-21;2014-05-27;United states;MSO USA
O100176;MeoPro 4-12x50;0000-00-00;2014-05-27;United states;MSO USA
O124780;MeoPro 4-12x50;0000-00-00;2014-05-27;United states;MSO USA
565445;MeoStar B1 8x32;2014-05-08;2014-05-30;;MSO USA
133820;MeoStar B1 10x42 HD;2014-05-05;2014-06-01;United states;MSO USA
R1301844;ZD 1-4x22 RD;2014-05-21;2014-06-03;United states;MSO USA
p137226;MeoPro 4-12x50;2014-05-08;2014-06-04;United states;MSO USA
r1206989;MeoStar R1 4-12x40;2014-05-30;2014-06-04;United states;MSO USA
140418;MeoStar B1 10x42 HD;2014-05-30;2014-06-05;United states;MSO USA
R1307944;MeoStar R1 3-12x56;2014-05-22;2014-06-05;United states;MSO USA
m112454;MeoPro 3-9x42;2014-02-26;2014-06-05;United states;MSO USA
A110651;MeoPro 6.5x32;2014-05-27;2014-06-06;United states;MSO USA
R131388;MeoStar R2 1-6x24 RD;2014-04-26;2014-06-06;United states;MSO USA
r1201236;MeoStar R1 3-12x56 RD;2014-05-07;2014-06-06;United states;MSO USA
R1399807;MeoPro 3.5-10x44;2014-05-30;2014-06-07;United states;MSO USA
120714;MeoStar B1 10x42 HD;2014-06-06;2014-06-07;United states;MSO USA
110045;M-RAD 5 MOA;2014-05-19;2014-06-08;United states;MSO USA
141594;MeoStar B1 10x42 HD;2014-05-22;2014-06-08;United states;MSO USA
805155;MeoStar B1 8x32;0000-00-00;2014-06-09;United states;MSO USA
c131924;MeoPro 10x42;0000-00-00;2014-06-09;United states;MSO USA
T134862;MeoPro 6-18x50;2014-05-21;2014-06-11;Canada;MSO USA
R1110369;ZD 1-4x22 RD;2014-05-21;2014-06-12;United states;MSO USA
R1399994;MeoPro 3.5-10x44;2014-06-10;2014-06-12;United states;MSO USA
133855;MeoStar B1 10x42 HD;2014-06-06;2014-06-13;United states;MSO USA
C131844;MeoPro 10x42;0000-00-00;2014-06-14;United states;MSO USA
C110804;MeoPro 10x42;2014-06-14;2014-06-18;United states;MSO USA
ru140164;MeoPro 3.5-10x44;2014-05-15;2014-06-18;United states;MSO USA
R1120608;MeoStar R1 4-16x44;0000-00-00;2014-06-19;Canada;MSO USA
135287;MeoPro 4-12x50;2014-06-16;2014-06-22;United states;MSO USA
111327;MeoStar B1 8x32;2014-06-12;2014-06-23;United states;MSO USA
133657;MeoStar B1 10x42 HD;2014-06-20;2014-06-24;United states;MSO USA
R1211613;MeoStar R1 4-16x44;2014-06-06;2014-06-24;United states;MSO USA
r1206679;MeoStar R1 4-12x40;2014-06-15;2014-06-24;United states;MSO USA
s1400046;MeoStar S2 82 HD;2014-06-11;2014-06-24;United states;MSO USA
R1113942;MeoStar R1 3-12x56;0000-00-00;2014-06-25;United states;MSO USA
cn111119;MeoPro 3-9x42;0000-00-00;2014-06-25;United states;MSO USA
R1207262;MeoStar R1 3-10x50;2014-06-21;2014-06-26;United states;MSO USA
o136773;MeoPro 4-12x50;2014-05-29;2014-06-27;United states;MSO USA
R1215165;ZD 1-4x22 RD;2014-06-24;2014-06-27;United states;MSO USA
O136369;MeoPro 4-12x50;2014-05-29;2014-06-28;United states;MSO USA
O136369;MeoPro 4-12x50;2014-05-29;2014-06-28;United states;MSO USA
140374;MeoStar B1 10x42 HD;2014-06-23;2014-06-29;United states;MSO USA
s1200726;MeoStar S2 82 HD;2014-06-21;2014-07-01;United states;MSO USA
s1400036;MeoStar S2 82 HD;2014-06-06;2014-07-01;United states;MSO USA
141719;MeoStar B1 12x50;2014-06-27;2014-07-01;United states;MSO USA
ru140292;MeoStar R1 4-16x44;2014-06-25;2014-07-02;United states;MSO USA
ru140027;MeoStar R1 3-12x56;0000-00-00;2014-07-03;United states;MSO USA
l100354;MeoPro 3-9x42;0000-00-00;2014-07-03;United states;MSO USA
r1205400;MeoStar R1 4-16x44;2014-06-10;2014-07-04;Canada;MSO USA
120643;MeoStar B1 7x42;2014-06-10;2014-07-05;United states;MSO USA
R1399918;MeoPro 3.5-10x44;2014-06-27;2014-07-06;United states;MSO USA
R1398687;MeoPro 3.5-10x44;2014-06-27;2014-07-08;United states;MSO USA
120643;MeoStar B1 7x42;2014-06-10;2014-07-08;United states;MSO USA
113530;MeoStar B1 8x32;2014-07-04;2014-07-08;United states;MSO USA
s123108;MeoPro 4-12x50;0000-00-00;2014-07-08;Canada;MSO USA
P137223;MeoPro 4-12x50;2014-07-07;2014-07-09;United states;MSO USA
n147600;MeoPro 3-9x42;2014-06-24;2014-07-09;United states;MSO USA
o135274;MeoPro 4-12x50;0000-00-00;2014-07-09;United states;MSO USA
14039;MeoStar S2 82 HD;2014-06-17;2014-07-10;Canada;MSO USA
14039;MeoPro HD 80;2014-06-17;2014-07-10;Canada;MSO USA
C121470;MeoPro 10x42;2014-07-11;2014-07-12;United states;MSO USA
133713;MeoStar B1 10x42 HD;2014-07-10;2014-07-13;United states;MSO USA
125485;MeoStar B1 10x42 HD;2014-06-27;2014-07-16;United states;MSO USA
A110800;MeoPro 6.5x32;2014-07-11;2014-07-17;United states;MSO USA
R1404567;MeoStar R1 4-16x44;2014-07-11;2014-07-17;United states;MSO USA
B131200;MeoPro 8x42;2014-07-14;2014-07-18;United states;MSO USA
R1399789;MeoPro 3.5-10x44;2014-07-15;2014-07-18;United states;MSO USA
O135524;MeoPro 4-12x50;2014-07-08;2014-07-19;United states;MSO USA
524380;MeoPro 4-12x50;2014-07-14;2014-07-19;United states;MSO USA
R1405562;MeoStar R1r 3-12x56 RD;2014-07-03;2014-07-19;gm;MSO USA
R1403426;MeoStar R2 2.5-15x56 RD;2014-07-15;2014-07-19;United states;MSO USA
A110558;MeoPro 6.5x32;2014-07-19;2014-07-19;United states;MSO USA
A110687;MeoPro 6.5x32;2014-07-17;2014-07-19;United states;MSO USA
O123860;MeoPro 4-12x50;0000-00-00;2014-07-20;United states;MSO USA
R1317482;MeoStar R2 1-6x24 RD;2014-02-28;2014-07-20;United states;MSO USA
R1400497;MeoStar R1r 3-12x56 RD/MR;2014-07-17;2014-07-20;gm;MSO USA
R1404199;MeoStar R1r 3-12x56 RD;2014-07-01;2014-07-21;gm;MSO USA
R1413916;MeoStar R2 1-6x24 RD;2014-07-10;2014-07-21;gm;MSO USA
131319;MeoStar B1 10x42 HD;2014-07-21;2014-07-21;United states;MSO USA
R1403472;MeoStar R2 1-6x24 RD;2014-07-22;2014-07-22;au;MSO USA
R1409438;MeoStar R1r 3-12x56 RD/MR;2014-07-10;2014-07-23;gm;MSO USA
R1408214;MeoStar R2 2.5-15x56 RD;2014-07-15;2014-07-23;gm;MSO USA
A110654;MeoPro 6.5x32;2014-07-18;2014-07-23;United states;MSO USA
134049;MeoStar B1 8x56;2014-07-19;2014-07-23;gm;MSO USA
O136826;MeoPro 4-12x50;2014-07-23;2014-07-24;United states;MSO USA
O136826;MeoPro 4-12x50;2014-07-23;2014-07-24;United states;MSO USA
s1400278;MeoStar S2 82 HD;2014-07-21;2014-07-24;United states;MSO USA
900561;MeoStar B1 7x42;2014-07-25;2014-07-25;gm;MSO USA
R1411302;MeoStar R2 2.5-15x56 RD;2014-07-24;2014-07-25;au;MSO USA
R1208142;MeoStar R1 3-10x50;2014-07-01;2014-07-25;United states;MSO USA
R1405558;MeoStar R1r 3-12x56 RD;2014-07-22;2014-07-26;gm;MSO USA
R1321085;MeoStar R1r 3-12x56 RD/MR;2014-07-14;2014-07-27;gm;MSO USA
R1405123;MeoStar R2 1-6x24 RD;2014-07-23;2014-07-27;gm;MSO USA
140289;MeoStar B1 10x42 HD;2014-07-26;2014-07-28;United states;MSO USA
R1414081;MeoStar R1r 3-12x56 RD;2014-07-22;2014-07-28;gm;MSO USA
R1402349;MeoStar R1r 3-12x56 RD;2014-07-28;2014-07-28;gm;MSO USA
R1401909;MeoStar R1r 3-12x56 RD/MR;2014-07-28;2014-07-28;gm;MSO USA
121807;MeoStar B1 10x32;2014-07-26;2014-07-28;sz;MSO USA
R1114311;MeoStar R1 3-12x56 RD;2014-07-16;2014-07-29;United states;MSO USA
R1220788;MeoStar R1 3-10x50;2014-07-18;2014-07-29;United states;MSO USA
r1401273;MeoStar R2 1-6x24 RD;2014-07-25;2014-07-29;United states;MSO USA
o137197;MeoPro 4-12x50;2014-07-17;2014-07-29;United states;MSO USA
R0911840;MeoStar R1 3-12x56 RD;2014-06-09;2014-07-30;United states;MSO USA
ru140139;ZD 1-4x22 RD;0000-00-00;2014-07-30;United states;MSO USA
A1104490;MeoPro 6.5x32;2014-06-14;2014-07-31;United states;MSO USA
r1307636;MeoStar R1 3-12x56 RD;2014-04-28;2014-07-31;United states;MSO USA
o147754;MeoPro 4-12x50;0000-00-00;2014-07-31;United states;MSO USA
134485;MeoStar B1 8x56;2014-07-29;2014-08-01;gm;MSO USA
R1408535;MeoStar R2 2.5-15x56 RD;2014-07-31;2014-08-01;gm;MSO USA
R1115641;MeoStar R1 1.5-6x42 RD;2014-08-02;2014-08-02;United states;MSO USA
S1300664;MeoStar S2 82 HD;2014-08-01;2014-08-02;United states;MSO USA
A110524;MeoPro 6.5x32;2014-07-28;2014-08-03;United states;MSO USA
O135510;MeoPro 4-12x50;2014-04-14;2014-08-03;United states;MSO USA
141064;MeoStar B1 8x56;2014-07-10;2014-08-03;gm;MSO USA
C121227;MeoPro 10x42;2014-08-03;2014-08-03;United states;MSO USA
R1219308;MeoStar R1 3-10x50;2014-07-26;2014-08-03;United states;MSO USA
R1405716;MeoStar R2 1.7-10x42 RD;2014-07-05;2014-08-04;gm;MSO USA
R1302890;MeoStar R1 3-12x56;2014-08-02;2014-08-05;United states;MSO USA
R1404618;MeoStar R2 2.5-15x56 RD;2014-08-05;2014-08-05;sz;MSO USA
R1307411;MeoStar R1 3-12x56 RD;2014-07-31;2014-08-05;United states;MSO USA
r1316745;MeoStar R1 3-12x56;0000-00-00;2014-08-05;United states;MSO USA
R1320435;ZD 6-24x56;2014-08-04;2014-08-05;gm;MSO USA
R1217688;MeoStar R1 1-4x22 RD;2014-08-04;2014-08-05;gm;MSO USA
140323;MeoStar B1 10x42 HD;2014-07-26;2014-08-05;United states;MSO USA
R1404869;MeoStar R2 2.5-15x56 RD;2014-07-19;2014-08-06;gm;MSO USA
r1308115;MeoStar R1 3-12x56 RD;0000-00-00;2014-08-06;United states;MSO USA
R1415082;MeoStar R2 2.5-15x56 RD;2014-07-31;2014-08-06;gm;MSO USA
R1403413;MeoStar R2 2.5-15x56 RD;2014-08-06;2014-08-07;United states;MSO USA
R1403413;MeoStar B1 8x32;2014-07-08;2014-08-07;;MSO USA
125877;MeoStar B1 8x32;2014-08-06;2014-08-07;United states;MSO USA
C141991;MeoPro 10x42 HD;2014-07-25;2014-08-08;United states;MSO USA
R1220780;MeoStar R1 3-10x50;2014-08-05;2014-08-08;United states;MSO USA
R1399837;MeoPro 3.5-10x44;2014-07-03;2014-08-08;United states;MSO USA
c100155;MeoPro 10x42;2014-08-01;2014-08-08;United states;MSO USA
110488;MeoStar B1 8x32;2014-08-01;2014-08-08;United states;MSO USA
133415;MeoStar B1 10x42 HD;2014-07-15;2014-08-08;United states;MSO USA
706580;MeoStar R1 1-4x22 RD;2014-08-04;2014-08-09;United states;MSO USA
R1301793;ZD 1-4x22 RD;2014-07-28;2014-08-09;United states;MSO USA
113196;MeoStar B1 10x42;2014-08-06;2014-08-09;United states;MSO USA
A110488;MeoPro 6.5x32;2014-07-25;2014-08-09;United states;MSO USA
134113;MeoStar B1 10x42 HD;2014-08-09;2014-08-09;United states;MSO USA
S1200342;MeoStar S2 82 HD;2014-08-09;2014-08-10;United states;MSO USA
134610;MeoStar B1 10x32;2014-08-10;2014-08-11;United states;MSO USA
S148125;MeoPro 4-12x50;2014-08-11;2014-08-11;United states;MSO USA
100756;MeoStar B1 8x32;2014-08-07;2014-08-13;United states;MSO USA
l136649;MeoPro 3-9x42;0000-00-00;2014-08-13;United states;MSO USA
s1200537;MeoStar S2 82 HD;2014-08-05;2014-08-13;United states;MSO USA
134083;MeoStar B1 10x42 HD;2014-07-29;2014-08-13;United states;MSO USA
133467;MeoStar B1 10x42 HD;2014-08-12;2014-08-14;United states;MSO USA
R1309185;MeoStar R1 3-12x56;2014-07-31;2014-08-14;United states;MSO USA
R1399910;MeoPro 3.5-10x44;2014-08-10;2014-08-14;United states;MSO USA
R1312565;MeoPro 6x42;2014-07-21;2014-08-14;United states;MSO USA
O136771;MeoPro 4-12x50;2014-08-12;2014-08-15;United states;MSO USA
M137501;MeoPro 3-9x42;2014-08-11;2014-08-15;United states;MSO USA
524380;MeoPro 4-12x50;2014-08-14;2014-08-15;United states;MSO USA
C131729;MeoPro 10x42;2014-07-29;2014-08-16;United states;MSO USA
C131852;MeoPro 10x42;2014-05-15;2014-08-17;United states;MSO USA
R1399711;MeoPro 3.5-10x44;2014-08-08;2014-08-18;United states;MSO USA
L147523;MeoPro 3-9x42;2014-08-08;2014-08-18;United states;MSO USA
r1306218;MeoStar R1 3-12x56;2014-08-11;2014-08-19;United states;MSO USA
p135627;MeoPro 4-12x50;2014-08-15;2014-08-19;United states;MSO USA
p137272;MeoPro 4-12x50;2014-02-10;2014-08-19;United states;MSO USA
S1400062;MeoStar S2 82 HD;0000-00-00;2014-08-21;United states;MSO USA
P137286;MeoPro 4-12x50;2014-08-20;2014-08-21;United states;MSO USA
S1400204;MeoStar S2 82 HD;0000-00-00;2014-08-21;United states;MSO USA
L136948;MeoPro 3-9x42;2014-08-20;2014-08-21;United states;MSO USA
m135752;MeoPro 3-9x42;2014-08-18;2014-08-21;United states;MSO USA
S1400030;MeoStar S2 82 HD;2014-07-24;2014-08-22;United states;MSO USA
ru140300;MeoStar R1 3-12x56;2014-08-15;2014-08-22;United states;MSO USA
mu148616;MeoPro 4-12x50;2014-08-07;2014-08-22;United states;MSO USA
mu148616;MeoPro 4-12x50;2014-08-07;2014-08-22;United states;MSO USA
mu148616;MeoPro 4-12x50;2014-08-07;2014-08-22;United states;MSO USA
o123394;MeoPro 4-12x50;2014-08-14;2014-08-22;United states;MSO USA
p136324;MeoPro 4-12x50;2014-07-20;2014-08-22;United states;MSO USA
c131899;MeoPro 10x42;2014-08-17;2014-08-22;United states;MSO USA
141749;MeoStar B1 10x42 HD;2014-08-08;2014-08-22;United states;MSO USA
ru140052;MeoStar R1 3-12x56;2014-08-22;2014-08-23;United states;MSO USA
R0813229;MeoStar R1 4-12x40;2014-08-16;2014-08-23;United states;MSO USA
123364;MeoStar B1 10x42 HD;2014-08-22;2014-08-24;United states;MSO USA
ru140025;MeoStar R1 3-12x56;2014-08-09;2014-08-24;United states;MSO USA
14018;MeoPro HD 80;0000-00-00;2014-08-24;Canada;MSO USA
M147900;MeoPro 3-9x42;2014-08-20;2014-08-25;United states;MSO USA
p112388;MeoPro 4-12x50;2014-08-15;2014-08-26;United states;MSO USA
R1205925;MeoStar R1 1-4x22 RD;2014-08-10;2014-08-26;United states;MSO USA
R1405187;MeoStar R2 1-6x24 RD;2014-08-26;2014-08-27;;MSO USA
O135259;MeoPro 4-12x50;0000-00-00;2014-08-27;United states;MSO USA
R0800889;MeoStar R1 3-10x50;2014-08-20;2014-08-27;United states;MSO USA
s1300721;MeoStar S2 82 HD;2014-08-22;2014-08-28;Canada;MSO USA
s1200510;MeoStar S2 82 HD;2014-08-22;2014-08-28;Canada;MSO USA
S1400277;MeoStar S2 82 HD;2014-08-25;2014-08-29;United states;MSO USA
C131771;MeoPro 10x42;2014-08-26;2014-08-29;United states;MSO USA
O123852;MeoPro 4-12x50;2014-08-28;2014-08-29;United states;MSO USA
m147869;MeoPro 3-9x42;2014-08-24;2014-08-30;United states;MSO USA
