serial_number;product_model;purchase_date;registration_date;country;source_note;;;;;;;;;;;
R1303409;R1r 3-12x56 RGD;2013-05-15;2013-05-21;cz;MSO CZ;;;;;;;;;;;
130145;MeoStar B1 8x56;2013-05-21;2013-05-22;cz;MSO CZ;;;;;;;;;;;
2300;MeoStar B1 10x42;2013-04-22;2013-05-22;cz;MSO CZ;;;;;;;;;;;
S1300160;MeoStar S2 82 HD Angled / Šikmý;2013-05-23;2013-05-24;cz;MSO CZ;;;;;;;;;;;
R1219196;MeoStar R1r 3-12x56 RD;2013-05-15;2013-05-24;cz;MSO CZ;;;;;;;;;;;
R1303311;R1r 3-12x56 RGD;2013-05-21;2013-05-24;cz;MSO CZ;;;;;;;;;;;
130726;MeoStar B1 10x42 HD;2013-05-23;2013-05-25;cz;MSO CZ;;;;;;;;;;;
R1305664;ZD 6-24x56;2013-05-20;2013-05-25;cz;MSO CZ;;;;;;;;;;;
R1305110;Artemis 2100 7x50 RD;2013-05-24;2013-05-26;cz;MSO CZ;;;;;;;;;;;
130308;MeoStar B1 10x50;2013-05-23;2013-05-26;cz;MSO CZ;;;;;;;;;;;
R1209211;MeoStar R1 7x56 RD;2013-05-18;2013-05-27;cz;MSO CZ;;;;;;;;;;;
R1217618;Artemis 2100 7x50 RD;2013-05-22;2013-05-27;cz;MSO CZ;;;;;;;;;;;
R0817703;MeoStar R1 7x56;2013-05-28;2013-05-28;cz;MSO CZ;;;;;;;;;;;
R1303385;R1r 3-12x56 RGD;2013-05-21;2013-05-29;cz;MSO CZ;;;;;;;;;;;
130836;MeoStar B1 8x56;2013-05-27;2013-05-29;cz;MSO CZ;;;;;;;;;;;
901898;MeoStar B1 8x56;2013-05-24;2013-05-30;cz;MSO CZ;;;;;;;;;;;
R1208490;MeoStar R1 1,5-6x42 RD;2013-05-29;2013-05-30;up;MSO CZ;;;;;;;;;;;
R1220354;MeoStar R1 1,5-6x42 RD;2013-05-30;2013-05-30;cz;MSO CZ;;;;;;;;;;;
R1108000;ZD 3-12x50 Tactic;2013-05-23;2013-06-01;cz;MSO CZ;;;;;;;;;;;
R1220631;Artemis 2100 7x50 RD;2013-05-17;2013-06-01;cz;MSO CZ;;;;;;;;;;;
R1305110;Artemis 2100 7x50 RD;2013-05-24;2013-06-02;cz;MSO CZ;;;;;;;;;;;
R1205862;Artemis 2100 3-12x50 RD;2013-05-31;2013-06-03;cz;MSO CZ;;;;;;;;;;;
130319;MeoStar B1 10x50;2013-06-01;2013-06-03;cz;MSO CZ;;;;;;;;;;;
R1219862;MeoStar R1r 3-12x56 RD;2013-06-02;2013-06-03;cz;MSO CZ;;;;;;;;;;;
125600;MeoStar B1 12x50;2013-05-28;2013-06-04;cz;MSO CZ;;;;;;;;;;;
R0709389;Artemis 3000 3-9x42;2013-05-31;2013-06-04;cz;MSO CZ;;;;;;;;;;;
R1214661;MeoStar R1 1,5-6x42 RD;2013-05-31;2013-06-04;cz;MSO CZ;;;;;;;;;;;
130850;MeoStar B1 8x56;2013-06-04;2013-06-05;cz;MSO CZ;;;;;;;;;;;
R1224624;MeoStar R1r 3-12x56 RD;2013-06-06;2013-06-06;cz;MSO CZ;;;;;;;;;;;
130850;MeoStar B1 8x56;2013-06-04;2013-06-06;cz;MSO CZ;;;;;;;;;;;
R1220245;MeoStar R1 7x56 RD;2013-05-09;2013-06-06;cz;MSO CZ;;;;;;;;;;;
R1222141;Artemis 2100 7x50 RD;2013-06-07;2013-06-07;cz;MSO CZ;;;;;;;;;;;
R1305140;Artemis 2100 7x50 RD;2013-06-05;2013-06-10;cz;MSO CZ;;;;;;;;;;;
S1300172;MeoStar S2 82 HD Straight / Přímý;2013-06-10;2013-06-10;cz;MSO CZ;;;;;;;;;;;
R1119973;Artemis 2000 7x50;2013-06-07;2013-06-10;cz;MSO CZ;;;;;;;;;;;
R1302462;MeoStar R1 3-12x56 RD;2013-05-29;2013-06-11;cz;MSO CZ;;;;;;;;;;;
S1200675;MeoStar S2 82 HD Angled / Šikmý;2013-06-09;2013-06-11;cz;MSO CZ;;;;;;;;;;;
125416;MeoStar B1 12x50;2013-06-11;2013-06-11;cz;MSO CZ;;;;;;;;;;;
S1200800;MeoStar S2 82 HD Angled / Šikmý;2013-06-07;2013-06-12;cz;MSO CZ;;;;;;;;;;;
R1303330;R1r 3-12x56 RGD;2013-05-27;2013-06-12;cz;MSO CZ;;;;;;;;;;;
R1301446;MeoStar R1 1-4x22 RD;2013-06-11;2013-06-17;cz;MSO CZ;;;;;;;;;;;
126097;MeoStar B1 10x42 HD;2013-06-14;2013-06-16;rs;MSO CZ;;;;;;;;;;;
R1119201;Artemis 2100 7x50 RD;2013-06-14;2013-06-16;cz;MSO CZ;;;;;;;;;;;
R1100013;ZD 3-12x56;2013-06-03;2013-06-15;cz;MSO CZ;;;;;;;;;;;
R0908971;Artemis 2100 3-12x50 RD;2013-06-14;2013-06-15;cz;MSO CZ;;;;;;;;;;;
125269;MeoStar B1 8x56;2013-06-14;2013-06-14;cz;MSO CZ;;;;;;;;;;;
R1224043;MeoStar R1r 3-12x56 RD;2013-06-13;2013-06-13;cz;MSO CZ;;;;;;;;;;;
124051;MeoStar B1 8x42;2013-06-10;2013-06-12;cz;MSO CZ;;;;;;;;;;;
R1301446;MeoStar R1 1-4x22 RD;2013-06-11;2013-06-17;cz;MSO CZ;;;;;;;;;;;
R1217053;MeoStar R1 7x56 RD;2013-06-11;2013-06-18;cz;MSO CZ;;;;;;;;;;;
S1200767;MeoStar S2 82 HD Angled / Šikmý;2013-06-18;2013-06-18;cz;MSO CZ;;;;;;;;;;;
R1222911;MeoStar R1r 3-12x56 RD;2013-06-05;2013-06-18;cz;MSO CZ;;;;;;;;;;;
20117;TGA 75;2013-06-04;2013-06-20;cz;MSO CZ;;;;;;;;;;;
R1305132;Artemis 2100 7x50 RD;2013-06-19;2013-06-20;cz;MSO CZ;;;;;;;;;;;
R1210517;Artemis 2100 7x50 RD;2013-06-12;2013-06-21;cz;MSO CZ;;;;;;;;;;;
R1303348;R1r 3-12x56 RGD;2013-06-19;2013-06-21;cz;MSO CZ;;;;;;;;;;;
R1213835;Artemis 2100 3-12x50 RD;2013-06-14;2013-06-23;cz;MSO CZ;;;;;;;;;;;
R1212924;ZD 6-24x56;2013-05-31;2013-06-24;cz;MSO CZ;;;;;;;;;;;
R1302467;MeoStar R1r 3-12x56 RD/MR;2013-06-24;2013-06-24;cz;MSO CZ;;;;;;;;;;;
R1200245;MeoStar B1 7x42;2013-06-05;2013-06-25;cz;MSO CZ;;;;;;;;;;;
R1200245;MeoStar R1 3-12x56;2013-06-12;2013-06-25;cz;MSO CZ;;;;;;;;;;;
R1306013;MeoStar R1 3-12x56 RD;2013-06-14;2013-06-25;cz;MSO CZ;;;;;;;;;;;
R1200245;MeoStar R1 3-12x56;2013-06-19;2013-06-26;cz;MSO CZ;;;;;;;;;;;
R1200245;MeoStar R1 3-12x56;2013-06-19;2013-06-26;cz;MSO CZ;;;;;;;;;;;
R1200245;MeoStar B1 10x32;2013-06-10;2013-06-26;ax;MSO CZ;;;;;;;;;;;
30078;TGA 75;2013-06-26;2013-06-27;cz;MSO CZ;;;;;;;;;;;
R1223927;MeoStar R1r 3-12x56 RD;2013-06-19;2013-06-28;cz;MSO CZ;;;;;;;;;;;
R1220282;MeoStar R1 7x56;2013-05-31;2013-06-29;cz;MSO CZ;;;;;;;;;;;
130615;MeoStar B1 8x56;2013-06-07;2013-06-30;cz;MSO CZ;;;;;;;;;;;
R1220993;MeoStar R1r 3-12x56 RD;2013-06-27;2013-06-30;cz;MSO CZ;;;;;;;;;;;
R1307738;MeoStar R1r 3-12x56 RD/MR;2013-06-02;2013-07-01;cz;MSO CZ;;;;;;;;;;;
130731;MeoStar B1 8x56;2013-07-02;2013-07-02;cz;MSO CZ;;;;;;;;;;;
130949;MeoStar B1 10x50;2013-07-01;2013-07-02;cz;MSO CZ;;;;;;;;;;;
M1222018;MeoStar R1 7x56 RD;2013-06-28;2013-07-03;cz;MSO CZ;;;;;;;;;;;
R1302340;MeoStar R1r 3-12x56 RD;2013-06-18;2013-07-03;cz;MSO CZ;;;;;;;;;;;
R1302413;MeoStar R1r 3-12x56 RD;2013-07-06;2013-07-06;cz;MSO CZ;;;;;;;;;;;
10073;TGA 75;2013-06-27;2013-07-06;cz;MSO CZ;;;;;;;;;;;
R1223311;MeoStar R1r 3-12x56 RD;2013-07-06;2013-07-07;pl;MSO CZ;;;;;;;;;;;
R1222161;Artemis 2100 7x50 RD;2013-07-08;2013-07-08;cz;MSO CZ;;;;;;;;;;;
R1303392;R1r 3-12x56 RGD;2013-06-25;2013-07-09;cz;MSO CZ;;;;;;;;;;;
R1209203;MeoStar R1 7x56 RD;2013-07-04;2013-07-11;cz;MSO CZ;;;;;;;;;;;
R1220669;Artemis 2100 7x50 RD;2013-07-02;2013-07-11;cz;MSO CZ;;;;;;;;;;;
R1223311;MeoStar R1r 3-12x56 RD;2013-07-06;2013-07-13;pl;MSO CZ;;;;;;;;;;;
R1302819;MeoStar R1r 3-12x56 RD;2013-07-13;2013-07-13;pl;MSO CZ;;;;;;;;;;;
4332;MeoStar R1r 3-12x56 RD;2013-07-02;2013-07-15;cz;MSO CZ;;;;;;;;;;;
130323;MeoStar B1 10x50;2013-07-01;2013-07-15;cz;MSO CZ;;;;;;;;;;;
130277;MeoStar B1 10x42 HD;2013-07-17;2013-07-17;cz;MSO CZ;;;;;;;;;;;
R1221996;MeoStar R1 7x56 RD;2013-06-18;2013-07-17;cz;MSO CZ;;;;;;;;;;;
20524;MeoStar S1 75 Straight / Přímý;2013-07-18;2013-07-18;cz;MSO CZ;;;;;;;;;;;
R1222499;MeoStar R1r 3-12x56 RD;2013-07-12;2013-07-18;cz;MSO CZ;;;;;;;;;;;
S1300315;MeoStar S2 82 HD Angled / Šikmý;2013-07-12;2013-07-18;cz;MSO CZ;;;;;;;;;;;
R1305371;MeoStar R1 3-10x50;2013-07-16;2013-07-19;cz;MSO CZ;;;;;;;;;;;
R1219217;MeoStar R1r 3-12x56 RD;2013-06-20;2013-07-20;cz;MSO CZ;;;;;;;;;;;
R1301603;MeoStar R1r 3-12x56 RD;2013-06-23;2013-07-23;cz;MSO CZ;;;;;;;;;;;
R1217822;MeoStar R1r 3-12x56 RD;2013-07-17;2013-07-23;pl;MSO CZ;;;;;;;;;;;
R1303350;R1r 3-12x56 RGD;2013-07-17;2013-07-25;cz;MSO CZ;;;;;;;;;;;
125118;MeoStar B1 10x50;2013-07-23;2013-07-25;cz;MSO CZ;;;;;;;;;;;
125118;MeoStar B1 10x50;2013-07-23;2013-07-25;cz;MSO CZ;;;;;;;;;;;
R1303576;ZD 6-24x56;2013-07-15;2013-07-27;cz;MSO CZ;;;;;;;;;;;
R1302798;MeoStar R1r 3-12x56 RD;2013-07-04;2013-07-30;cz;MSO CZ;;;;;;;;;;;
R1305122;Artemis 2100 7x50 RD;2013-07-30;2013-07-31;cz;MSO CZ;;;;;;;;;;;
R1221527;ZD 6-24x56;2013-07-30;2013-08-01;cz;MSO CZ;;;;;;;;;;;
R1304350;MeoStar R1r 3-12x56 RD;2013-07-31;2013-08-01;cz;MSO CZ;;;;;;;;;;;
R1211487;MeoStar R1r 3-12x56 RD;2013-07-11;2013-08-03;cz;MSO CZ;;;;;;;;;;;
R1223179;MeoStar R1 7x56 RD;2013-08-01;2013-08-03;cz;MSO CZ;;;;;;;;;;;
R1217179;ZD 1-4x22;2013-07-07;2013-08-05;cz;MSO CZ;;;;;;;;;;;
R1301086;MeoStar R1 1,5-6x42 RD;2013-07-11;2013-08-05;cz;MSO CZ;;;;;;;;;;;
R1302472;MeoStar R1r 3-12x56 RD/MR;2013-07-11;2013-08-05;cz;MSO CZ;;;;;;;;;;;
R1111602;MeoStar R1 1,5-6x42 RD;2013-07-11;2013-08-05;cz;MSO CZ;;;;;;;;;;;
R0610212;Artemis 2100 3-12x50 RD;2013-08-03;2013-08-09;cz;MSO CZ;;;;;;;;;;;
130329;MeoStar B1 10x50;2013-08-08;2013-08-09;cz;MSO CZ;;;;;;;;;;;
R1308750;Artemis 2100 7x50 RD;2013-07-14;2013-08-09;cz;MSO CZ;;;;;;;;;;;
R1108867;ZD 3-12x50 Tactic;2013-08-09;2013-08-13;cz;MSO CZ;;;;;;;;;;;
R1222158;Artemis 2100 7x50 RD;2013-07-30;2013-08-15;cz;MSO CZ;;;;;;;;;;;
R1223165;MeoStar R1 7x56 RD;2013-08-14;2013-08-18;cz;MSO CZ;;;;;;;;;;;
R1204274;Artemis 2000 7x50;2013-08-16;2013-08-19;cz;MSO CZ;;;;;;;;;;;
R1303578;ZD 6-24x56;2013-07-21;2013-08-20;cz;MSO CZ;;;;;;;;;;;
R1301090;MeoStar R1 1,5-6x42 RD;2013-08-19;2013-08-20;cz;MSO CZ;;;;;;;;;;;
R1307493;MeoStar R1 3-12x56;2013-08-19;2013-08-20;cz;MSO CZ;;;;;;;;;;;
R1008580;MeoStar R1 3-10x50;2013-08-20;2013-08-20;cz;MSO CZ;;;;;;;;;;;
130912;MeoStar B1 8x56;2013-08-01;2013-08-21;cz;MSO CZ;;;;;;;;;;;
R1223519;MeoStar R1r 3-12x56 RD;2013-08-14;2013-08-23;cz;MSO CZ;;;;;;;;;;;
R1215346;R1r 3-12x56 RGD;2013-08-23;2013-08-23;cz;MSO CZ;;;;;;;;;;;
R0819716;MeoStar R1 7x56;2013-08-12;2013-08-27;si;MSO CZ;;;;;;;;;;;
130251;MeoStar B1 8x56;2013-08-07;2013-08-28;cz;MSO CZ;;;;;;;;;;;
R1303429;R1r 3-12x56 RGD;2013-08-26;2013-08-28;cz;MSO CZ;;;;;;;;;;;
R1308151;MeoStar R1r 3-12x56 RD;2013-08-16;2013-08-28;cz;MSO CZ;;;;;;;;;;;
130714;MeoStar B1 8x56;2013-08-26;2013-08-29;cz;MSO CZ;;;;;;;;;;;
R1215351;R1r 3-12x56 RGD;2013-08-29;2013-08-29;cz;MSO CZ;;;;;;;;;;;
R1215351;R1r 3-12x56 RGD;2013-08-29;2013-08-29;cz;MSO CZ;;;;;;;;;;;
R1306693;MeoStar R1r 3-12x56 RD;2013-08-29;2013-08-29;cz;MSO CZ;;;;;;;;;;;
R1311264;MeoStar R1r 3-12x56 RD;2013-08-30;2013-08-30;cz;MSO CZ;;;;;;;;;;;
R1224704;MeoStar R1r 3-12x56 RD;2013-08-23;2013-09-01;pl;MSO CZ;;;;;;;;;;;
R1306600;MeoStar R1 3-12x56 RD;2013-08-21;2013-09-01;cz;MSO CZ;;;;;;;;;;;
125581;MeoStar B1 8x32;2013-08-30;2013-09-01;cz;MSO CZ;;;;;;;;;;;
R1305628;ZD 6-24x56;2013-08-19;2013-09-01;cz;MSO CZ;;;;;;;;;;;
R1311290;MeoStar R1 7x56 RD;2013-09-02;2013-09-02;cz;MSO CZ;;;;;;;;;;;
130764;MeoStar B1 8x56;2013-09-02;2013-09-03;cz;MSO CZ;;;;;;;;;;;
R1305300;MeoStar R1 7x56 RD;2013-08-20;2013-09-03;cz;MSO CZ;;;;;;;;;;;
R1307713;MeoStar R1r 3-12x56 RD;2013-08-28;2013-09-04;cz;MSO CZ;;;;;;;;;;;
R1306481;MeoStar R1r 3-12x56 RD;2013-09-04;2013-09-04;cz;MSO CZ;;;;;;;;;;;
R1222515;MeoStar R1r 3-12x56 RD;2013-08-30;2013-09-04;cz;MSO CZ;;;;;;;;;;;
R1311225;MeoStar R1r 3-12x56 RD;2013-08-30;2013-09-04;cz;MSO CZ;;;;;;;;;;;
R1209214;MeoStar R1 7x56 RD;2013-09-04;2013-09-04;cz;MSO CZ;;;;;;;;;;;
R1311145;MeoStar R1r 3-12x56 RD;2013-08-31;2013-09-05;pl;MSO CZ;;;;;;;;;;;
R1308156;MeoStar R1r 3-12x56 RD;2013-09-05;2013-09-05;cz;MSO CZ;;;;;;;;;;;
R1308777;Artemis 2100 7x50 RD;2013-08-19;2013-09-05;cz;MSO CZ;;;;;;;;;;;
R1311197;Artemis 2000 3-12x50;2013-09-06;2013-09-06;cz;MSO CZ;;;;;;;;;;;
R1311254;MeoStar R1r 3-12x56 RD;2013-09-02;2013-09-08;cz;MSO CZ;;;;;;;;;;;
130997;MeoStar B1 12x50;2013-09-02;2013-09-08;cz;MSO CZ;;;;;;;;;;;
R1303331;R1r 3-12x56 RGD;2013-09-06;2013-09-08;cz;MSO CZ;;;;;;;;;;;
R1109343;ZD 3-12x56;2013-08-30;2013-09-09;cz;MSO CZ;;;;;;;;;;;
R1220276;MeoStar R1 7x56 RD;2013-09-04;2013-09-10;cz;MSO CZ;;;;;;;;;;;
122252;MeoStar B1 8x56;2013-09-11;2013-09-12;cz;MSO CZ;;;;;;;;;;;
R1312662;MeoStar R1r 3-12x56 RD;2013-09-10;2013-09-12;cz;MSO CZ;;;;;;;;;;;
R1310700;MeoStar R1 1,5-6x42 RD;2013-08-23;2013-09-13;cz;MSO CZ;;;;;;;;;;;
R1306055;R1r 3-12x56 RGD;2013-09-13;2013-09-14;cz;MSO CZ;;;;;;;;;;;
R1303297;MeoStar R1 3-12x56 RD;2013-09-03;2013-09-14;cz;MSO CZ;;;;;;;;;;;
124161;MeoStar B1 8x32;2013-09-05;2013-09-14;;MSO CZ;;;;;;;;;;;
R1223905;MeoStar R1r 3-12x56 RD;2013-08-17;2013-09-16;cz;MSO CZ;;;;;;;;;;;
R1305957;R1r 3-12x56 RGD;2013-09-16;2013-09-16;pl;MSO CZ;;;;;;;;;;;
R1120396;MeoStar R1 1-4x22;2013-09-16;2013-09-16;pl;MSO CZ;;;;;;;;;;;
R1107069;MeoStar R1 1,5-6x42 RD;2013-09-16;2013-09-16;cz;MSO CZ;;;;;;;;;;;
130939;MeoStar B1 12x50;2013-09-17;2013-09-17;cz;MSO CZ;;;;;;;;;;;
R1311490;ZD 6-24x56;2013-08-19;2013-09-17;cz;MSO CZ;;;;;;;;;;;
R1303329;R1r 3-12x56 RGD;2013-09-16;2013-09-18;cz;MSO CZ;;;;;;;;;;;
131575;MeoStar B1 8x56;2013-09-19;2013-09-20;cz;MSO CZ;;;;;;;;;;;
R1311130;MeoStar R1r 3-12x56 RD;2013-08-22;2013-09-20;cz;MSO CZ;;;;;;;;;;;
R1201283;MeoStar R1 1-4x22;2013-09-20;2013-09-20;cz;MSO CZ;;;;;;;;;;;
R1312491;Artemis 2000 4x32;2013-09-16;2013-09-23;cz;MSO CZ;;;;;;;;;;;
120273;MeoStar B1 10x42 HD;2013-09-19;2013-09-23;sw;MSO CZ;;;;;;;;;;;
R1306018;R1r 3-12x56 RGD;2013-09-20;2013-09-24;cz;MSO CZ;;;;;;;;;;;
R1308641;R1r 3-12x56 RGD;2013-09-18;2013-09-25;cz;MSO CZ;;;;;;;;;;;
R1211183;MeoStar R1 7x56;2013-09-24;2013-09-26;cz;MSO CZ;;;;;;;;;;;
R1115524;Artemis 2000 4x32;2013-09-17;2013-09-28;cz;MSO CZ;;;;;;;;;;;
R0826024;Artemis 2100 7x50 RD;2013-09-27;2013-09-28;cz;MSO CZ;;;;;;;;;;;
130376;MeoStar B1 10x50;2013-09-25;2013-09-28;cz;MSO CZ;;;;;;;;;;;
R1110286;MeoStar R1 3-12x56 RD;2013-09-27;2013-09-29;cz;MSO CZ;;;;;;;;;;;
131588;MeoStar B1 8x56;2013-09-13;2013-09-30;cz;MSO CZ;;;;;;;;;;;
R1309448;R1r 3-12x56 RGD;2013-09-14;2013-09-30;cz;MSO CZ;;;;;;;;;;;
R1303376;R1r 3-12x56 RGD;2013-09-27;2013-09-30;pl;MSO CZ;;;;;;;;;;;
R1118041;MeoStar R1 7x56;2013-09-20;2013-10-01;cz;MSO CZ;;;;;;;;;;;
R1311126;MeoStar R1 3-12x56 RD;2013-09-13;2013-10-03;cz;MSO CZ;;;;;;;;;;;
S1200444;MeoStar S2 82 HD Angled / Šikmý;2013-09-03;2013-10-03;cz;MSO CZ;;;;;;;;;;;
R1220534;Artemis 2100 3-12x50 RD;2013-10-03;2013-10-03;cz;MSO CZ;;;;;;;;;;;
R1303592;ZD 6-24x56;2013-10-02;2013-10-04;cz;MSO CZ;;;;;;;;;;;
130866;MeoStar B1 8x56;2013-09-17;2013-10-04;cz;MSO CZ;;;;;;;;;;;
R1301015;MeoStar R1 1,5-6x42 RD;2013-10-05;2013-10-08;cz;MSO CZ;;;;;;;;;;;
131525;MeoStar B1 8x56;2013-09-17;2013-10-08;cz;MSO CZ;;;;;;;;;;;
R1306038;R1r 3-12x56 RGD;2013-10-08;2013-10-09;cz;MSO CZ;;;;;;;;;;;
R1306851;Artemis 2100 3-12x50 RD;2013-10-09;2013-10-09;cz;MSO CZ;;;;;;;;;;;
R1300987;MeoStar R1 7x56 RD;2013-10-01;2013-10-09;cz;MSO CZ;;;;;;;;;;;
R1308637;R1r 3-12x56 RGD;2013-10-10;2013-10-10;pl;MSO CZ;;;;;;;;;;;
R1317592;MeoStar R1r 3-12x56 RD;2013-10-10;2013-10-11;cz;MSO CZ;;;;;;;;;;;
R1309383;R1r 3-12x56 RGD;2013-10-07;2013-10-12;cz;MSO CZ;;;;;;;;;;;
30034;MeoStar S1 75 HD Angled / Šikmý;2013-09-20;2013-10-13;cz;MSO CZ;;;;;;;;;;;
R1311429;ZD 6-24x56;2013-09-26;2013-10-14;cz;MSO CZ;;;;;;;;;;;
113537;MeoStar B1 8x32;2013-09-26;2013-10-14;cz;MSO CZ;;;;;;;;;;;
R1316461;MeoStar R1r 3-12x56 RD;2013-10-11;2013-10-14;cz;MSO CZ;;;;;;;;;;;
30009;TGA 75;2013-10-14;2013-10-14;cz;MSO CZ;;;;;;;;;;;
R1210503;Artemis 2100 7x50 RD;2013-10-12;2013-10-15;cz;MSO CZ;;;;;;;;;;;
R1216658;MeoStar R1r 3-12x56 RD;2013-09-23;2013-10-15;cz;MSO CZ;;;;;;;;;;;
R1311066;R1r 3-12x56 RGD;2013-10-07;2013-10-16;cz;MSO CZ;;;;;;;;;;;
130387;MeoSight II 30;2013-10-10;2013-10-17;cz;MSO CZ;;;;;;;;;;;
R1311034;R1r 3-12x56 RGD;2013-10-14;2013-10-17;cz;MSO CZ;;;;;;;;;;;
131456;MeoStar B1 8x56;2013-09-19;2013-10-18;cz;MSO CZ;;;;;;;;;;;
R1222014;MeoStar R1 7x56 RD;2013-10-09;2013-10-19;cz;MSO CZ;;;;;;;;;;;
R1313516;MeoStar R1r 3-12x56 RD/MR;2013-10-18;2013-10-20;cz;MSO CZ;;;;;;;;;;;
R1308568;R1r 3-12x56 RGD;2013-10-19;2013-10-20;cz;MSO CZ;;;;;;;;;;;
126369;MeoStar B1 8x32;2013-10-15;2013-10-20;cz;MSO CZ;;;;;;;;;;;
R1314039;MeoStar R1 3-12x56 RD;2013-10-22;2013-10-22;cz;MSO CZ;;;;;;;;;;;
R1301102;MeoStar R1 1,5-6x42 RD;2013-09-22;2013-10-22;cz;MSO CZ;;;;;;;;;;;
131793;MeoStar B1 8x56;2013-10-20;2013-10-23;cz;MSO CZ;;;;;;;;;;;
P1314248;Artemis 2100 7x50 RD;2013-10-18;2013-10-23;cz;MSO CZ;;;;;;;;;;;
R1315226;R1r 3-12x56 RGD;2013-10-22;2013-10-24;cz;MSO CZ;;;;;;;;;;;
R1223175;MeoStar R1 7x56 RD;2013-10-17;2013-10-24;cz;MSO CZ;;;;;;;;;;;
131799;MeoStar B1 8x56;2013-09-30;2013-10-24;cz;MSO CZ;;;;;;;;;;;
R1308176;MeoStar R1r 3-12x56 RD;2013-10-22;2013-10-25;cz;MSO CZ;;;;;;;;;;;
R1307490;MeoStar R1r 3-12x56 RD;2013-10-25;2013-10-25;cz;MSO CZ;;;;;;;;;;;
R1223025;Artemis 2100 3-12x50 RD;2013-10-16;2013-10-25;pl;MSO CZ;;;;;;;;;;;
R1305335;MeoStar R1 7x56 RD;2013-10-25;2013-10-25;cz;MSO CZ;;;;;;;;;;;
R1316046;R1r 3-12x56 RGD;2013-10-25;2013-10-26;cz;MSO CZ;;;;;;;;;;;
133106;MeoStar B1 8x56;2013-10-15;2013-10-27;cz;MSO CZ;;;;;;;;;;;
R1315221;R1r 3-12x56 RGD;2013-10-21;2013-10-27;cz;MSO CZ;;;;;;;;;;;
133051;MeoStar B1 8x56;2013-10-25;2013-10-29;cz;MSO CZ;;;;;;;;;;;
R1315210;R1r 3-12x56 RGD;2013-10-29;2013-10-29;cz;MSO CZ;;;;;;;;;;;
R1315202;R1r 3-12x56 RGD;2013-10-25;2013-10-30;cz;MSO CZ;;;;;;;;;;;
R1315232;R1r 3-12x56 RGD;2013-10-31;2013-10-31;cz;MSO CZ;;;;;;;;;;;
R1223175;MeoStar R1 7x56 RD;2013-10-17;2013-11-01;cz;MSO CZ;;;;;;;;;;;
R1301122;MeoStar R1 1,5-6x42 RD;2013-10-23;2013-11-01;cz;MSO CZ;;;;;;;;;;;
133200;MeoStar B1 8x56;2013-11-01;2013-11-01;cz;MSO CZ;;;;;;;;;;;
133181;MeoStar B1 8x56;2013-11-01;2013-11-02;cz;MSO CZ;;;;;;;;;;;
R1316772;MeoStar R1r 3-12x56 RD;2013-10-11;2013-11-03;cz;MSO CZ;;;;;;;;;;;
30004;TGA 75;2013-10-26;2013-11-03;cz;MSO CZ;;;;;;;;;;;
R1314871;MeoStar R1r 3-12x56 RD;0000-00-00;2013-11-04;pl;MSO CZ;;;;;;;;;;;
R1314871;MeoStar R1r 3-12x56 RD;2013-11-01;2013-11-04;pl;MSO CZ;;;;;;;;;;;
R1302469;MeoStar R1r 3-12x56 RD/MR;2013-10-08;2013-11-05;cz;MSO CZ;;;;;;;;;;;
R1218370;MeoStar R1 7x56 RD;2013-10-28;2013-11-06;cz;MSO CZ;;;;;;;;;;;
R1315967;MeoStar R1r 3-12x56 RD;2013-10-07;2013-11-06;cz;MSO CZ;;;;;;;;;;;
R0910515;MeoStar R1r 3-12x56 RD;2013-10-20;2013-11-07;cz;MSO CZ;;;;;;;;;;;
133349;MeoStar B1 10x42 HD;2013-11-07;2013-11-07;cz;MSO CZ;;;;;;;;;;;
126400;MeoStar B1 8x32;2013-11-08;2013-11-10;cz;MSO CZ;;;;;;;;;;;
131593;MeoStar B1 10x42 HD;2013-10-26;2013-11-11;cz;MSO CZ;;;;;;;;;;;
131428;MeoStar B1 10x42 HD;2013-10-26;2013-11-11;cz;MSO CZ;;;;;;;;;;;
131524;MeoStar B1 10x42 HD;2013-10-26;2013-11-11;cz;MSO CZ;;;;;;;;;;;
131549;MeoStar B1 10x42 HD;2013-10-26;2013-11-11;cz;MSO CZ;;;;;;;;;;;
131386;MeoStar B1 10x42 HD;2013-10-26;2013-11-11;cz;MSO CZ;;;;;;;;;;;
131589;MeoStar B1 10x42 HD;2013-10-26;2013-11-11;cz;MSO CZ;;;;;;;;;;;
131420;MeoStar B1 10x42 HD;2013-10-26;2013-11-11;cz;MSO CZ;;;;;;;;;;;
131338;MeoStar B1 10x42 HD;2013-10-26;2013-11-11;cz;MSO CZ;;;;;;;;;;;
131312;MeoStar B1 10x42 HD;2013-10-26;2013-11-11;cz;MSO CZ;;;;;;;;;;;
130980;MeoStar B1 10x42 HD;2013-10-26;2013-11-11;cz;MSO CZ;;;;;;;;;;;
R1318860;MeoStar R1r 3-12x56 RD;2013-11-08;2013-11-11;cz;MSO CZ;;;;;;;;;;;
R1320344;MeoStar R1r 3-12x56 RD;2013-11-08;2013-11-11;cz;MSO CZ;;;;;;;;;;;
R1320347;MeoStar R1r 3-12x56 RD;2013-11-08;2013-11-11;cz;MSO CZ;;;;;;;;;;;
133299;MeoStar B1 8x56;2013-11-05;2013-11-11;;MSO CZ;;;;;;;;;;;
